date,fii_net,dii_net,total_net,signal
2009-07-10,634.54,301.6,936.14,1
2009-07-12,-191.5,-185.25,-376.75,-1
2009-07-13,-559.23,742.26,183.02999999999997,-1
2009-07-14,87.23,200.29,287.52,1
2009-07-15,255.46,272.97,528.4300000000001,1
2009-07-16,32.37,-35.02,-2.6500000000000057,1
2009-07-17,142.15,535.36,677.51,1
2009-07-20,563.2,151.85,715.0500000000001,1
2009-07-21,-250.86,-7.44,-258.3,-1
2009-07-22,66.84,-224.58,-157.74,1
2009-07-23,511.94,-34.16,477.78,1
2009-07-24,663.02,-206.55,456.46999999999997,1
2009-07-27,439.54,-278.97,160.57,1
2009-07-28,-58.76,448.22,389.46000000000004,-1
2009-07-29,-168.79,126.23,-42.55999999999999,-1
2009-07-30,366.81,-286.67,80.13999999999999,1
2009-07-31,582.12,316.11,898.23,1
2009-08-04,573.33,-378.22,195.11,1
2009-08-05,-100.89,-89.39,-190.28,-1
2009-08-06,-14.47,-875.92,-890.39,-1
2009-08-07,-828.01,594.07,-233.93999999999994,-1
2009-08-09,991.75,206.25,1198.0,1
2009-08-10,-376.0,-20.83,-396.83,-1
2009-08-12,843.18,-503.98,339.19999999999993,1
2009-08-13,630.94,182.85,813.7900000000001,1
2009-08-14,-126.1,443.74,317.64,-1
2009-08-17,-1226.49,460.32,-766.1700000000001,-1
2009-08-18,-721.84,467.44,-254.40000000000003,-1
2009-08-19,-622.06,83.77,-538.29,-1
2009-08-20,-438.19,489.42,51.23000000000002,-1
2009-08-21,532.8,95.72,628.52,1
2009-08-24,711.54,275.06,986.5999999999999,1
2009-08-25,-259.14,436.59,177.45,-1
2009-08-26,378.54,128.65,507.19000000000005,1
2009-08-27,-41.47,29.22,-12.25,-1
2009-08-28,554.31,5.46,559.77,1
2009-08-31,-270.85,18.65,-252.20000000000002,-1
2009-09-01,-350.55,-13.26,-363.81,-1
2009-09-02,285.39,-45.98,239.41,1
2009-09-03,-84.94,299.72,214.78000000000003,-1
2009-09-04,170.92,308.39,479.30999999999995,1
2009-09-06,955.31,-143.21,812.0999999999999,1
2009-09-07,-545.55,578.16,32.610000000000014,-1
2009-09-09,193.36,238.69,432.05,1
2009-09-10,-44.27,86.72,42.449999999999996,-1
2009-09-11,477.69,-287.26,190.43,1
2009-09-12,-377.32,18.87,-358.45,-1
2009-09-14,-44.4,-6.11,-50.51,-1
2009-09-15,776.1,133.44,909.54,1
2009-09-16,1105.64,143.45,1249.0900000000001,1
2009-09-17,2759.46,186.24,2945.7,1
2009-09-18,1486.08,-505.38,980.6999999999999,1
2009-09-22,852.73,-539.14,313.59000000000003,1
2009-09-23,1748.99,500.47,2249.46,1
2009-09-24,1061.52,-616.77,444.75,1
2009-09-25,-37.72,227.26,189.54,-1
2009-09-29,714.5,91.77,806.27,1
2009-09-30,1074.53,159.75,1234.28,1
2009-10-02,368.96,-116.99,251.96999999999997,1
2009-10-06,738.09,589.88,1327.97,1
2009-10-07,-903.32,886.13,-17.190000000000055,-1
2009-10-08,-639.92,86.14,-553.78,-1
2009-10-09,468.05,-123.67,344.38,1
2009-10-11,259.17,182.26,441.43,1
2009-10-12,294.04,69.23,363.27000000000004,1
2009-10-14,1443.78,-196.91,1246.87,1
2009-10-15,752.48,-443.08,309.40000000000003,1
2009-10-16,576.78,6.99,583.77,1
2009-10-20,275.89,-140.8,135.08999999999997,1
2009-10-21,-511.81,-290.91,-802.72,-1
2009-10-22,-499.28,-18.07,-517.35,-1
2009-10-23,-478.8,172.99,-305.81,-1
2009-10-26,-2.74,-171.16,-173.9,-1
2009-10-27,-548.77,141.56,-407.21,-1
2009-10-28,-723.66,896.23,172.57000000000005,-1
2009-10-29,-2546.67,977.06,-1569.6100000000001,-1
2009-10-30,576.05,592.93,1168.98,1
2009-11-02,-34.76,-75.27,-110.03,-1
2009-11-05,79.88,-17.31,62.56999999999999,1
2009-11-06,786.57,558.14,1344.71,1
2009-11-08,-177.47,628.87,451.4,-1
2009-11-09,228.77,-294.2,-65.42999999999998,1
2009-11-11,861.84,90.52,952.36,1
2009-11-12,338.46,-7.17,331.28999999999996,1
2009-11-13,471.12,-25.4,445.72,1
2009-11-16,544.64,-294.64,250.0,1
2009-11-17,463.42,-235.54,227.88000000000002,1
2009-11-18,412.13,-256.73,155.39999999999998,1
2009-11-19,-459.18,116.79,-342.39,-1
2009-11-20,-463.89,18.46,-445.43,-1
2009-11-23,-168.41,132.34,-36.06999999999999,-1
2009-11-24,169.69,-146.83,22.859999999999985,1
2009-11-25,-331.65,141.69,-189.95999999999998,-1
2009-11-26,-70.2,150.55,80.35000000000001,-1
2009-11-27,-1057.18,698.67,-358.5100000000001,-1
2009-11-30,456.11,469.71,925.8199999999999,1
2009-12-01,-563.57,217.83,-345.74,-1
2009-12-02,-185.32,84.37,-100.94999999999999,-1
2009-12-03,-186.86,227.1,40.23999999999998,-1
2009-12-05,452.18,177.74,629.9200000000001,1
2009-12-06,469.35,-250.71,218.64000000000001,1
2009-12-08,-504.99,190.58,-314.40999999999997,-1
2009-12-10,963.13,-274.88,688.25,1
2009-12-11,68.76,-108.81,-40.05,1
2009-12-14,62.27,108.92,171.19,1
2009-12-15,-6.14,38.69,32.55,-1
2009-12-16,-355.25,274.92,-80.32999999999998,-1
2009-12-17,192.82,133.28,326.1,1
2009-12-18,-206.85,330.95,124.1,-1
2009-12-21,-291.94,353.83,61.889999999999986,-1
2009-12-22,-110.06,510.59,400.53,-1
2009-12-23,769.53,13.02,782.55,1
2009-12-24,706.83,-111.11,595.72,1
2009-12-29,-53.73,3.19,-50.54,-1
2009-12-30,113.47,69.11,182.57999999999998,1
2009-12-31,516.1,-472.16,43.94,1
2010-01-02,-494.66,199.83,-294.83000000000004,-1
2010-01-04,106.4,452.33,558.73,1
2010-01-06,-526.49,210.62,-315.87,-1
2010-01-07,-160.61,-6.7,-167.31,-1
2010-01-09,359.81,168.56,528.37,1
2010-01-10,1825.2,-671.08,1154.12,1
2010-01-11,711.81,-71.3,640.51,1
2010-01-12,491.88,-199.85,292.03,1
2010-01-13,-285.84,122.09,-163.74999999999997,-1
2010-01-14,-312.01,529.12,217.11,-1
2010-01-15,-930.09,680.95,-249.14,-1
2010-01-18,152.9,-21.46,131.44,1
2010-01-19,-361.67,22.54,-339.13,-1
2010-01-20,-271.33,344.41,73.08000000000004,-1
2010-01-21,-853.75,231.36,-622.39,-1
2010-01-22,-2415.49,1953.97,-461.51999999999975,-1
2010-01-25,-1002.6,716.22,-286.38,-1
2010-01-27,-2212.29,1475.41,-736.8799999999999,-1
2010-01-28,-2813.06,1979.58,-833.48,-1
2010-01-29,-996.09,1011.02,14.92999999999995,-1
2010-02-02,-455.01,41.93,-413.08,-1
2010-02-03,1335.32,-977.36,357.9599999999999,1
2010-02-06,-166.5,165.16,-1.3400000000000034,-1
2010-02-07,-305.23,26.26,-278.97,-1
2010-02-08,728.14,-172.8,555.3399999999999,1
2010-02-09,82.31,-118.28,-35.97,1
2010-02-11,460.88,-202.24,258.64,1
2010-02-12,386.12,-225.04,161.08,1
2010-02-15,195.99,-113.97,82.02000000000001,1
2010-02-16,385.72,-452.74,-67.01999999999998,1
2010-02-17,520.22,197.14,717.36,1
2010-02-18,-351.17,-122.67,-473.84000000000003,-1
2010-02-19,17.91,-397.13,-379.21999999999997,1
2010-02-22,-101.58,116.6,15.019999999999996,-1
2010-02-23,550.69,-179.74,370.95000000000005,1
2010-02-24,485.54,-154.67,330.87,1
2010-02-25,-594.78,325.92,-268.85999999999996,-1
2010-02-26,841.23,-859.63,-18.399999999999977,1
2010-03-02,396.13,0.46,396.59,1
2010-03-03,959.17,-186.71,772.4599999999999,1
2010-03-05,-387.05,-107.01,-494.06,-1
2010-03-06,406.22,79.01,485.23,1
2010-03-08,607.42,-152.52,454.9,1
2010-03-09,283.02,-123.5,159.51999999999998,1
2010-03-11,987.61,-370.62,616.99,1
2010-03-15,659.7,-128.45,531.25,1
2010-03-16,377.84,-158.55,219.28999999999996,1
2010-03-17,815.94,-297.72,518.22,1
2010-03-18,484.67,-53.15,431.52000000000004,1
2010-03-19,284.25,112.69,396.94,1
2010-03-22,302.78,-33.14,269.64,1
2010-03-23,359.75,-73.39,286.36,1
2010-03-25,653.22,-156.19,497.03000000000003,1
2010-03-26,590.9,49.41,640.31,1
2010-03-29,1062.82,-270.45,792.3699999999999,1
2010-03-30,579.29,100.11,679.4,1
2010-03-31,433.52,-356.58,76.94,1
2010-04-01,613.42,2330.25,2943.67,1
2010-04-02,-155.38,241.39,86.00999999999999,-1
2010-04-03,633.81,-635.89,-2.080000000000041,1
2010-04-05,-29.68,-438.08,-467.76,-1
2010-04-06,100.91,-126.61,-25.700000000000003,1
2010-04-08,688.69,-275.89,412.80000000000007,1
2010-04-10,1264.11,-797.83,466.27999999999986,1
2010-04-11,5475.45,874.35,6349.8,1
2010-04-13,128.52,252.87,381.39,1
2010-04-15,99.7,-76.87,22.83,1
2010-04-16,243.3,-188.91,54.390000000000015,1
2010-04-19,-755.51,569.64,-185.87,-1
2010-04-20,-156.65,101.28,-55.370000000000005,-1
2010-04-21,82.96,25.25,108.21,1
2010-04-22,518.3,181.86,700.16,1
2010-04-23,339.3,29.09,368.39,1
2010-04-26,234.23,-73.69,160.54,1
2010-04-27,-164.29,1.09,-163.2,-1
2010-04-28,-131.13,324.1,192.97000000000003,-1
2010-04-29,90.44,266.76,357.2,1
2010-04-30,355.55,217.61,573.1600000000001,1
2010-05-01,970.29,299.89,1270.1799999999998,1
2010-05-02,-1726.78,1168.98,-557.8,-1
2010-05-03,913.34,-661.26,252.08000000000004,1
2010-05-04,766.07,403.33,1169.4,1
2010-05-05,-1589.68,691.15,-898.5300000000001,-1
2010-05-08,73.02,-187.81,-114.79,1
2010-05-10,671.12,-802.95,-131.83000000000004,1
2010-05-13,-15.57,222.4,206.83,-1
2010-05-14,-381.42,164.64,-216.78000000000003,-1
2010-05-17,-1224.29,381.89,-842.4,-1
2010-05-18,-439.7,326.61,-113.08999999999997,-1
2010-05-19,-1383.91,56.35,-1327.5600000000002,-1
2010-05-20,-657.23,721.15,63.91999999999996,-1
2010-05-21,-1540.32,816.92,-723.4,-1
2010-05-24,-995.32,1107.42,112.10000000000002,-1
2010-05-25,-1464.19,406.12,-1058.0700000000002,-1
2010-05-26,-166.66,64.86,-101.8,-1
2010-05-27,-533.07,410.44,-122.63000000000005,-1
2010-05-28,409.68,342.63,752.31,1
2010-05-31,586.51,-73.77,512.74,1
2010-06-01,660.55,-286.1,374.44999999999993,1
2010-06-04,261.7,81.07,342.77,1
2010-06-05,-937.75,379.96,-557.79,-1
2010-06-07,342.35,-84.21,258.14000000000004,1
2010-06-08,664.94,-340.59,324.3500000000001,1
2010-06-09,946.53,392.13,1338.6599999999999,1
2010-06-10,1842.44,-976.46,865.98,1
2010-06-12,-201.62,-313.89,-515.51,-1
2010-06-14,347.8,-41.43,306.37,1
2010-06-15,590.09,-351.46,238.63000000000005,1
2010-06-16,783.92,-170.76,613.16,1
2010-06-17,462.6,-363.63,98.97000000000003,1
2010-06-18,779.31,-499.76,279.54999999999995,1
2010-06-21,1564.3,-561.44,1002.8599999999999,1
2010-06-22,975.83,-196.99,778.84,1
2010-06-23,265.33,-866.22,-600.8900000000001,1
2010-06-24,1153.96,-893.83,260.13,1
2010-06-25,-307.62,-446.2,-753.8199999999999,-1
2010-06-28,792.79,-94.88,697.91,1
2010-06-29,-261.15,-114.71,-375.85999999999996,-1
2010-06-30,589.88,-151.11,438.77,1
2010-07-01,92.21,-127.41,-35.2,1
2010-07-04,338.78,-23.43,315.34999999999997,1
2010-07-05,-1308.39,654.35,-654.0400000000001,-1
2010-07-06,-403.45,-202.51,-605.96,-1
2010-07-07,-49.24,134.69,85.44999999999999,-1
2010-07-09,-20.88,441.14,420.26,-1
2010-07-10,1182.91,-1193.53,-10.61999999999989,1
2010-07-13,784.68,-650.96,133.7199999999999,1
2010-07-14,569.24,-331.48,237.76,1
2010-07-15,365.09,-588.46,-223.37000000000006,1
2010-07-16,676.44,-281.92,394.52000000000004,1
2010-07-19,153.79,-261.3,-107.51000000000002,1
2010-07-20,297.07,-104.26,192.81,1
2010-07-21,362.44,-302.68,59.75999999999999,1
2010-07-22,174.68,-512.19,-337.51000000000005,1
2010-07-23,711.08,-101.56,609.52,1
2010-07-26,196.32,-718.87,-522.55,1
2010-07-27,-22.8,-222.28,-245.08,-1
2010-07-28,593.16,-690.78,-97.62,1
2010-07-29,578.85,-920.35,-341.5,1
2010-07-30,210.86,-129.97,80.89000000000001,1
2010-08-01,69.38,182.87,252.25,1
2010-08-02,-935.55,381.07,-554.48,-1
2010-08-03,1132.01,-568.63,563.38,1
2010-08-04,62.2,-93.62,-31.42,1
2010-08-06,-242.91,41.09,-201.82,-1
2010-08-07,957.06,-270.57,686.49,1
2010-08-09,281.96,-98.21,183.75,1
2010-08-10,586.22,-1002.01,-415.78999999999996,1
2010-08-11,505.54,-471.43,34.110000000000014,1
2010-08-12,-1484.9,409.05,-1075.8500000000001,-1
2010-08-13,50.15,33.38,83.53,1
2010-08-16,400.01,-433.91,-33.900000000000034,1
2010-08-17,404.09,-400.12,3.9699999999999704,1
2010-08-18,674.52,-113.51,561.01,1
2010-08-19,821.18,215.09,1036.27,1
2010-08-20,662.86,-102.16,560.7,1
2010-08-23,318.23,-159.78,158.45000000000002,1
2010-08-24,191.05,-689.54,-498.48999999999995,1
2010-08-25,-364.96,-266.77,-631.73,-1
2010-08-27,-108.16,239.6,131.44,-1
2010-08-30,184.41,68.71,253.12,1
2010-08-31,287.88,-595.33,-307.45000000000005,1
2010-09-02,-525.27,399.25,-126.01999999999998,-1
2010-09-03,2173.09,-171.66,2001.43,1
2010-09-04,233.09,-66.46,166.63,1
2010-09-06,-256.51,127.56,-128.95,-1
2010-09-07,1104.08,38.72,1142.8,1
2010-09-08,522.12,-45.51,476.61,1
2010-09-09,987.99,-201.53,786.46,1
2010-09-11,474.53,-528.67,-54.139999999999986,1
2010-09-12,-1296.3,827.92,-468.38,-1
2010-09-13,2519.88,-960.81,1559.0700000000002,1
2010-09-14,1651.42,-1124.3,527.1200000000001,1
2010-09-15,2214.99,-909.96,1305.0299999999997,1
2010-09-16,1120.03,-1105.25,14.779999999999973,1
2010-09-17,1518.76,-747.24,771.52,1
2010-09-20,1792.64,-457.91,1334.73,1
2010-09-21,2311.77,-1259.98,1051.79,1
2010-09-22,914.77,-973.81,-59.039999999999964,1
2010-09-23,534.45,-645.69,-111.24000000000001,1
2010-09-24,1149.8,-879.83,269.9699999999999,1
2010-09-28,573.13,-905.32,-332.19000000000005,1
2010-09-29,756.37,-835.21,-78.84000000000003,1
2010-09-30,2496.89,-1521.63,975.2599999999998,1
2010-10-02,-208.62,459.11,250.49,-1
2010-10-03,364.36,-375.42,-11.060000000000002,1
2010-10-05,263.96,30.25,294.21,1
2010-10-06,244.76,-105.19,139.57,1
2010-10-08,599.33,-540.67,58.66000000000008,1
2010-10-11,-32.52,-143.71,-176.23000000000002,-1
2010-10-12,-1239.25,747.65,-491.6,-1
2010-10-13,2102.95,-1354.81,748.1399999999999,1
2010-10-14,1019.87,-694.27,325.6,1
2010-10-15,-112.75,-1053.45,-1166.2,-1
2010-10-18,335.79,-1218.42,-882.6300000000001,1
2010-10-19,107.12,240.7,347.82,1
2010-10-20,16.35,-27.5,-11.149999999999999,1
2010-10-21,851.8,-230.39,621.41,1
2010-10-22,584.01,327.06,911.0699999999999,1
2010-10-25,587.2,-386.11,201.09000000000003,1
2010-10-26,481.44,-708.18,-226.73999999999995,1
2010-10-27,-9.07,-518.3,-527.37,-1
2010-10-28,-950.08,-60.44,-1010.52,-1
2010-10-29,735.4,344.4,1079.8,1
2010-11-01,3041.56,322.46,3364.02,1
2010-11-02,211.9,60.82,272.72,1
2010-11-03,304.87,-202.7,102.17000000000002,1
2010-11-05,20.19,22.49,42.68,1
2010-11-06,820.88,-213.76,607.12,1
2010-11-08,-85.81,23.5,-62.31,-1
2010-11-10,810.3,-574.81,235.49,1
2010-11-11,-60.42,-269.69,-330.11,-1
2010-11-15,313.68,-3.39,310.29,1
2010-11-16,-196.69,449.59,252.89999999999998,-1
2010-11-18,-452.71,118.43,-334.28,-1
2010-11-19,367.91,300.19,668.1,1
2010-11-22,335.8,212.12,547.9200000000001,1
2010-11-23,-1493.19,1502.97,9.779999999999973,-1
2010-11-24,-473.31,-94.94,-568.25,-1
2010-11-25,-1208.12,197.77,-1010.3499999999999,-1
2010-11-26,-628.77,959.41,330.64,-1
2010-11-29,156.2,199.33,355.53,1
2010-11-30,889.46,-435.03,454.43000000000006,1
2010-12-01,-362.76,454.86,92.10000000000002,-1
2010-12-03,371.68,-90.81,280.87,1
2010-12-04,14.41,-192.64,-178.23,1
2010-12-05,-297.23,180.42,-116.81000000000003,-1
2010-12-07,1001.75,-293.05,708.7,1
2010-12-08,218.19,-656.05,-437.85999999999996,1
2010-12-10,455.73,-454.52,1.2100000000000364,1
2010-12-11,-782.27,245.68,-536.5899999999999,-1
2010-12-13,-287.77,334.54,46.77000000000004,-1
2010-12-14,33.53,349.17,382.70000000000005,1
2010-12-15,-87.61,-97.8,-185.41,-1
2010-12-16,-316.79,96.03,-220.76000000000002,-1
2010-12-20,-109.53,139.45,29.919999999999987,-1
2010-12-21,-34.79,373.67,338.88,-1
2010-12-22,-67.57,98.93,31.360000000000014,-1
2010-12-23,-143.1,-88.63,-231.73,-1
2010-12-24,14.82,-296.56,-281.74,1
2010-12-27,246.31,-113.89,132.42000000000002,1
2010-12-28,109.03,-265.36,-156.33,1
2010-12-29,547.58,-170.34,377.24,1
2010-12-30,2186.44,-848.29,1338.15,1
2010-12-31,531.33,-121.77,409.56000000000006,1
2011-01-02,-1036.8,630.4,-406.4,-1
2011-01-04,415.28,-412.63,2.6499999999999773,1
2011-01-06,445.22,-141.96,303.26,1
2011-01-07,599.66,-455.31,144.34999999999997,1
2011-01-08,86.83,-95.26,-8.430000000000007,1
2011-01-11,-20.66,-573.41,-594.0699999999999,-1
2011-01-12,687.26,-713.08,-25.82000000000005,1
2011-01-13,-249.77,242.42,-7.350000000000023,-1
2011-01-14,-748.6,290.11,-458.49,-1
2011-01-17,-173.0,359.82,186.82,-1
2011-01-18,72.54,-26.2,46.34,1
2011-01-19,-270.38,488.53,218.14999999999998,-1
2011-01-20,-943.91,256.32,-687.5899999999999,-1
2011-01-21,-368.0,223.14,-144.86,-1
2011-01-24,63.95,236.51,300.46,1
2011-01-25,272.99,-169.68,103.31,1
2011-01-27,-1651.41,-255.59,-1907.0,-1
2011-01-28,-706.84,81.24,-625.6,-1
2011-01-31,-920.38,1008.14,87.75999999999999,-1
2011-02-02,-81.73,680.38,598.65,-1
2011-02-05,-261.03,-150.52,-411.54999999999995,-1
2011-02-06,-14.79,-130.6,-145.39,-1
2011-02-08,-201.68,139.88,-61.80000000000001,-1
2011-02-09,1158.38,-346.28,812.1000000000001,1
2011-02-11,-7.78,-7.79,-15.57,-1
2011-02-12,596.89,-107.53,489.36,1
2011-02-14,147.64,109.02,256.65999999999997,1
2011-02-15,233.05,-167.85,65.20000000000002,1
2011-02-16,-230.06,-68.49,-298.55,-1
2011-02-17,37.99,244.4,282.39,1
2011-02-18,207.67,-189.14,18.53,1
2011-02-21,-245.42,-27.61,-273.03,-1
2011-02-22,-386.26,413.99,27.730000000000018,-1
2011-02-23,-554.6,352.82,-201.78000000000003,-1
2011-02-24,-2702.22,1029.92,-1672.2999999999997,-1
2011-02-25,-561.46,555.29,-6.170000000000073,-1
2011-02-28,-39.86,317.38,277.52,-1
2011-03-01,340.97,-124.01,216.96000000000004,1
2011-03-02,538.71,-45.45,493.26000000000005,1
2011-03-03,229.02,95.52,324.54,1
2011-03-05,-1178.66,606.83,-571.83,-1
2011-03-06,445.26,-355.51,89.75,1
2011-03-08,-869.69,422.48,-447.21000000000004,-1
2011-03-10,-825.89,295.34,-530.55,-1
2011-03-11,15.45,1.91,17.36,1
2011-03-14,414.35,7.65,422.0,1
2011-03-15,148.28,567.1,715.38,1
2011-03-16,-134.52,326.72,192.20000000000002,-1
2011-03-17,-1128.61,432.07,-696.54,-1
2011-03-18,-523.51,296.3,-227.20999999999998,-1
2011-03-21,-97.02,47.98,-49.04,-1
2011-03-22,236.29,96.04,332.33,1
2011-03-23,312.1,1111.68,1423.7800000000002,1
2011-03-24,307.82,378.12,685.94,1
2011-03-25,1446.18,-313.77,1132.41,1
2011-03-28,890.02,-286.52,603.5,1
2011-03-29,1291.54,-474.17,817.3699999999999,1
2011-03-30,739.61,-615.34,124.26999999999998,1
2011-03-31,3324.59,-1716.85,1607.7400000000002,1
2011-04-01,717.76,-491.57,226.19,1
2011-04-02,144.04,237.45,381.49,1
2011-04-03,585.52,-229.78,355.74,1
2011-04-04,604.51,-389.33,215.18,1
2011-04-05,-992.14,914.1,-78.03999999999996,-1
2011-04-07,1131.72,-369.32,762.4000000000001,1
2011-04-08,-254.55,316.5,61.94999999999999,-1
2011-04-10,-971.44,555.81,-415.6300000000001,-1
2011-04-11,128.62,70.49,199.11,1
2011-04-13,25.6,-4.8,20.8,1
2011-04-15,-253.43,-360.88,-614.31,-1
2011-04-18,-981.56,661.47,-320.0899999999999,-1
2011-04-19,1693.19,208.33,1901.52,1
2011-04-20,193.0,-23.28,169.72,1
2011-04-21,307.79,-269.62,38.170000000000016,1
2011-04-25,-377.59,236.62,-140.96999999999997,-1
2011-04-26,-554.03,161.81,-392.21999999999997,-1
2011-04-27,-711.86,299.28,-412.58000000000004,-1
2011-04-28,-832.59,532.6,-299.99,-1
2011-04-29,-689.89,-61.06,-750.95,-1
2011-05-01,-240.3,-101.75,-342.05,-1
2011-05-04,723.29,-528.98,194.30999999999995,1
2011-05-05,-779.48,937.23,157.75,-1
2011-05-07,825.52,-898.49,-72.97000000000003,1
2011-05-08,-1788.96,1372.49,-416.47,-1
2011-05-09,133.22,147.23,280.45,1
2011-05-10,-1008.87,322.4,-686.47,-1
2011-05-12,146.73,37.67,184.39999999999998,1
2011-05-13,-161.35,-11.53,-172.88,-1
2011-05-16,47.07,3.41,50.480000000000004,1
2011-05-17,-487.2,-570.29,-1057.49,-1
2011-05-18,-379.44,27.46,-351.98,-1
2011-05-19,-37.41,132.34,94.93,-1
2011-05-20,-181.55,398.19,216.64,-1
2011-05-23,-293.56,194.22,-99.34,-1
2011-05-24,188.16,32.95,221.11,1
2011-05-25,-370.79,179.41,-191.38000000000002,-1
2011-05-26,124.38,233.53,357.90999999999997,1
2011-05-27,222.03,388.25,610.28,1
2011-05-30,253.48,-50.39,203.08999999999997,1
2011-05-31,1310.98,-596.66,714.32,1
2011-06-01,-385.63,-338.05,-723.6800000000001,-1
2011-06-04,528.47,-531.05,-2.5799999999999272,1
2011-06-05,-655.34,1018.04,362.69999999999993,-1
2011-06-06,-201.78,184.99,-16.789999999999992,-1
2011-06-07,220.45,-80.23,140.21999999999997,1
2011-06-09,431.48,-415.17,16.310000000000002,1
2011-06-13,-304.17,27.34,-276.83000000000004,-1
2011-06-14,-798.53,610.72,-187.80999999999995,-1
2011-06-15,-170.56,141.14,-29.420000000000016,-1
2011-06-16,-599.52,286.1,-313.41999999999996,-1
2011-06-17,-390.56,-35.37,-425.93,-1
2011-06-20,-512.57,863.31,350.7399999999999,-1
2011-06-21,-563.36,430.41,-132.95,-1
2011-06-22,-287.4,157.37,-130.02999999999997,-1
2011-06-23,229.21,241.95,471.15999999999997,1
2011-06-24,890.44,-486.85,403.59000000000003,1
2011-06-27,1447.42,-766.38,681.0400000000001,1
2011-06-28,819.41,-575.06,244.35000000000002,1
2011-06-29,669.35,-240.59,428.76,1
2011-06-30,1591.34,-773.38,817.9599999999999,1
2011-07-01,-1040.74,1115.83,75.08999999999992,-1
2011-07-02,144.04,237.45,381.49,1
2011-07-03,-92.24,45.57,-46.669999999999995,-1
2011-07-04,220.59,-212.16,8.430000000000007,1
2011-07-06,112.7,31.29,143.99,1
2011-07-07,868.71,-161.03,707.6800000000001,1
2011-07-09,262.43,-80.81,181.62,1
2011-07-10,491.55,19.41,510.96000000000004,1
2011-07-12,135.36,-190.11,-54.75,1
2011-07-13,315.95,-368.91,-52.960000000000036,1
2011-07-14,211.46,517.82,729.2800000000001,1
2011-07-15,73.03,-39.14,33.89,1
2011-07-18,-93.01,163.62,70.61,-1
2011-07-19,293.29,-226.92,66.37000000000003,1
2011-07-20,-90.44,20.48,-69.96,-1
2011-07-21,-577.64,408.36,-169.27999999999997,-1
2011-07-22,444.91,243.05,687.96,1
2011-07-25,315.72,224.25,539.97,1
2011-07-26,-177.75,31.49,-146.26,-1
2011-07-27,-12.93,-0.19,-13.12,-1
2011-07-28,64.66,409.34,474.0,1
2011-07-29,-464.03,411.82,-52.20999999999998,-1
2011-08-02,-726.54,448.97,-277.56999999999994,-1
2011-08-03,237.07,-140.46,96.60999999999999,1
2011-08-04,384.85,-128.4,256.45000000000005,1
2011-08-06,50.43,85.47,135.9,1
2011-08-07,868.71,-161.03,707.6800000000001,1
2011-08-08,-1385.78,1320.38,-65.39999999999986,-1
2011-08-09,14.18,-266.61,-252.43,1
2011-08-11,456.28,-377.47,78.80999999999995,1
2011-08-12,25.72,-197.51,-171.79,1
2011-08-16,-261.12,251.67,-9.450000000000017,-1
2011-08-17,-407.68,169.42,-238.26000000000002,-1
2011-08-18,-488.67,330.42,-158.25,-1
2011-08-19,-902.61,423.25,-479.36,-1
2011-08-22,-786.32,143.34,-642.98,-1
2011-08-23,-100.34,302.89,202.54999999999998,-1
2011-08-24,-883.48,561.1,-322.38,-1
2011-08-25,-1440.55,385.01,-1055.54,-1
2011-08-26,-226.25,392.9,166.64999999999998,-1
2011-08-29,366.19,-325.5,40.69,1
2011-08-30,620.9,101.91,722.81,1
2011-09-02,-609.0,115.0,-494.0,-1
2011-09-03,131.17,112.99,244.15999999999997,1
2011-09-05,196.42,-125.78,70.63999999999999,1
2011-09-06,-24.73,8.97,-15.76,-1
2011-09-08,-2104.56,1412.96,-691.5999999999999,-1
2011-09-09,-427.67,85.07,-342.6,-1
2011-09-11,559.04,-531.86,27.17999999999995,1
2011-09-12,-248.57,115.21,-133.36,-1
2011-09-13,-468.41,121.19,-347.22,-1
2011-09-14,-45.82,-182.68,-228.5,-1
2011-09-15,136.55,4.4,140.95000000000002,1
2011-09-16,395.16,39.33,434.49,1
2011-09-19,-166.21,-37.5,-203.71,-1
2011-09-20,318.84,-317.69,1.1499999999999773,1
2011-09-21,243.45,-15.48,227.97,1
2011-09-22,-1305.55,743.47,-562.0799999999999,-1
2011-09-23,-1279.61,765.38,-514.2299999999999,-1
2011-09-26,-1083.83,575.21,-508.6199999999999,-1
2011-09-27,34.08,270.05,304.13,1
2011-09-28,184.97,115.59,300.56,1
2011-09-29,-230.3,-402.88,-633.1800000000001,-1
2011-09-30,-459.47,517.34,57.870000000000005,-1
2011-10-01,-1138.78,1018.54,-120.24000000000001,-1
2011-10-02,-954.87,637.3,-317.57000000000005,-1
2011-10-03,-97.19,108.98,11.790000000000006,-1
2011-10-05,25.02,130.86,155.88000000000002,1
2011-10-06,-170.05,336.98,166.93,-1
2011-10-10,211.71,-37.13,174.58,1
2011-10-13,670.08,-257.36,412.72,1
2011-10-14,-94.04,-237.85,-331.89,-1
2011-10-17,595.01,-106.55,488.46,1
2011-10-18,-285.19,-132.89,-418.08,-1
2011-10-19,-14.45,-94.46,-108.91,-1
2011-10-20,-472.0,-125.27,-597.27,-1
2011-10-21,-234.01,73.36,-160.64999999999998,-1
2011-10-24,101.1,-158.84,-57.74000000000001,1
2011-10-25,444.76,-879.46,-434.70000000000005,1
2011-10-28,2166.21,-1078.41,1087.8,1
2011-10-31,358.78,-276.36,82.41999999999996,1
