date,fii_net,dii_net,total_net,signal
2011-11-01,-1162.57,1064.18,-98.38999999999987,-1
2011-11-02,-537.71,519.67,-18.040000000000077,-1
2011-11-03,-243.58,112.24,-131.34000000000003,-1
2011-11-04,-691.22,263.81,-427.41,-1
2011-11-05,125.07,89.12,214.19,1
2011-11-07,432.95,73.64,506.59,1
2011-11-08,-59.79,266.25,206.46,-1
2011-11-10,114.15,108.17,222.32,1
2011-11-11,-83.26,-113.18,-196.44,-1
2011-11-14,321.62,-9.3,312.32,1
2011-11-15,-409.77,1325.35,915.5799999999999,-1
2011-11-16,-488.89,277.79,-211.09999999999997,-1
2011-11-17,-195.2,371.59,176.39,-1
2011-11-18,-871.62,380.39,-491.23,-1
2011-11-21,-743.02,595.55,-147.47000000000003,-1
2011-11-22,-952.68,1065.51,112.83000000000004,-1
2011-11-23,-1186.42,926.16,-260.2600000000001,-1
2011-11-24,-1636.08,1047.75,-588.3299999999999,-1
2011-11-25,-805.0,1036.55,231.54999999999995,-1
2011-11-28,-302.59,307.3,4.710000000000036,-1
2011-11-29,-320.87,361.23,40.360000000000014,-1
2011-11-30,34.12,-193.82,-159.7,1
2011-12-01,-371.5,359.21,-12.29000000000002,-1
2011-12-05,-420.03,312.44,-107.58999999999997,-1
2011-12-07,-969.44,286.77,-682.6700000000001,-1
2011-12-08,-471.09,99.02,-372.07,-1
2011-12-09,-934.74,427.93,-506.81,-1
2011-12-10,595.01,-106.55,488.46,1
2011-12-12,-428.3,166.29,-262.01,-1
2011-12-13,-560.8,481.93,-78.86999999999995,-1
2011-12-14,-140.13,449.59,309.46,-1
2011-12-15,-323.28,48.09,-275.18999999999994,-1
2011-12-16,-220.25,335.3,115.05000000000001,-1
2011-12-19,-450.37,18.6,-431.77,-1
2011-12-20,-526.26,186.72,-339.53999999999996,-1
2011-12-21,-144.23,-133.26,-277.49,-1
2011-12-22,-236.39,229.74,-6.649999999999977,-1
2011-12-23,84.27,-78.55,5.719999999999999,1
2011-12-26,113.43,-118.98,-5.549999999999997,1
2011-12-27,214.31,-95.29,119.02,1
2011-12-28,81.44,-96.49,-15.049999999999997,1
2011-12-29,-1015.82,323.07,-692.75,-1
2011-12-30,-178.15,266.6,88.45000000000002,-1
2012-01-02,1676.49,-32.29,1644.2,1
2012-01-03,-126.52,-9.97,-136.49,-1
2012-01-06,-220.38,205.5,-14.879999999999995,-1
2012-01-08,441.45,-172.97,268.48,1
2012-01-10,207.51,-474.2,-266.69,1
2012-01-13,293.51,-177.26,116.25,1
2012-01-16,357.68,-229.55,128.13,1
2012-01-17,1025.75,-429.23,596.52,1
2012-01-18,875.85,-590.27,285.58000000000004,1
2012-01-19,626.14,-246.59,379.54999999999995,1
2012-01-20,819.84,-614.79,205.05000000000007,1
2012-01-23,-58.8,-438.48,-497.28000000000003,-1
2012-01-24,801.29,-262.65,538.64,1
2012-01-25,1147.01,-712.0,435.01,1
2012-01-27,1240.16,-708.46,531.7,1
2012-01-30,-201.71,-533.69,-735.4000000000001,-1
2012-01-31,624.1,-241.26,382.84000000000003,1
2012-02-01,-93.87,84.34,-9.530000000000001,-1
2012-02-02,1941.23,-653.14,1288.0900000000001,1
2012-02-03,578.65,-70.48,508.16999999999996,1
2012-02-04,245.94,-72.81,173.13,1
2012-02-05,237.47,71.12,308.59000000000003,1
2012-02-07,591.06,-447.49,143.56999999999994,1
2012-02-08,140.13,-66.48,73.64999999999999,1
2012-02-13,469.77,-597.31,-127.53999999999996,1
2012-02-14,1030.12,-408.64,621.4799999999999,1
2012-02-16,184.31,-390.32,-206.01,1
2012-02-17,536.49,-223.07,313.42,1
2012-02-21,1400.17,-1244.15,156.01999999999998,1
2012-02-22,829.63,-1332.9,-503.2700000000001,1
2012-02-23,104.55,-640.93,-536.38,1
2012-02-24,8955.3,-836.71,8118.589999999999,1
2012-02-27,329.09,-699.14,-370.05,1
2012-02-28,727.59,-587.21,140.38,1
2012-02-29,579.63,-431.07,148.56,1
2012-03-01,255.39,206.51,461.9,1
2012-03-02,1074.21,-915.58,158.63,1
2012-03-04,332.47,200.28,532.75,1
2012-03-05,73.74,-347.0,-273.26,1
2012-03-07,589.71,-543.97,45.74000000000001,1
2012-03-08,208.69,-434.65,-225.95999999999998,1
2012-03-09,-54.79,-160.7,-215.48999999999998,-1
2012-03-10,602.39,-668.14,-65.75,1
2012-03-12,303.34,-335.94,-32.60000000000002,1
2012-03-13,872.68,-433.74,438.93999999999994,1
2012-03-14,1659.28,-857.11,802.17,1
2012-03-15,156.02,-389.17,-233.15,1
2012-03-16,883.58,-770.39,113.19000000000005,1
2012-03-19,160.87,-295.98,-135.11,1
2012-03-20,111.09,-120.35,-9.259999999999991,1
2012-03-21,622.64,-293.7,328.94,1
2012-03-22,246.56,-133.13,113.43,1
2012-03-23,9.46,186.81,196.27,1
2012-03-26,-135.29,-200.94,-336.23,-1
2012-03-27,42.99,-290.05,-247.06,1
2012-03-28,-148.06,73.03,-75.03,-1
2012-03-29,-1332.85,299.67,-1033.1799999999998,-1
2012-03-30,962.65,-167.32,795.3299999999999,1
2012-04-01,138.97,-83.41,55.56,1
2012-04-04,45.82,126.7,172.52,1
2012-04-05,427.92,-280.11,147.81,1
2012-04-06,-637.14,446.23,-190.90999999999997,-1
2012-04-07,239.19,-161.77,77.41999999999999,1
2012-04-09,304.41,-105.6,198.81000000000003,1
2012-04-10,944.53,-818.56,125.97000000000003,1
2012-04-12,539.95,-434.1,105.85000000000002,1
2012-04-13,137.25,-479.68,-342.43,1
2012-04-16,-509.43,218.23,-291.20000000000005,-1
2012-04-17,441.15,-213.21,227.93999999999997,1
2012-04-18,221.63,37.88,259.51,1
2012-04-19,-102.46,101.0,-1.4599999999999937,-1
2012-04-20,314.04,134.74,448.78000000000003,1
2012-04-23,-407.49,451.7,44.20999999999998,-1
2012-04-24,-860.78,419.08,-441.7,-1
2012-04-25,-340.84,40.7,-300.14,-1
2012-04-26,-376.08,63.49,-312.59,-1
2012-04-27,-376.22,142.56,-233.66000000000003,-1
2012-04-30,479.53,-246.81,232.71999999999997,1
2012-05-01,381.42,-289.21,92.21000000000004,1
2012-05-03,125.5,-258.33,-132.82999999999998,1
2012-05-06,-680.86,794.65,113.78999999999996,-1
2012-05-07,429.22,-203.03,226.19000000000003,1
2012-05-09,-188.65,-166.28,-354.93,-1
2012-05-10,4351.99,-189.1,4162.889999999999,1
2012-05-11,373.93,-344.42,29.50999999999999,1
2012-05-12,878.57,-639.78,238.79000000000008,1
2012-05-14,355.1,-145.05,210.05,1
2012-05-15,-184.28,-82.85,-267.13,-1
2012-05-16,-546.85,171.83,-375.02,-1
2012-05-17,-9.67,254.15,244.48000000000002,-1
2012-05-18,-248.93,148.94,-99.99000000000001,-1
2012-05-21,-79.59,149.2,69.60999999999999,-1
2012-05-22,-283.34,207.6,-75.73999999999998,-1
2012-05-23,-361.07,168.49,-192.57999999999998,-1
2012-05-24,-105.73,130.02,24.290000000000006,-1
2012-05-25,-623.76,434.65,-189.11,-1
2012-05-28,108.88,167.7,276.58,1
2012-05-29,90.5,-199.4,-108.9,1
2012-05-30,-10.74,-182.61,-193.35000000000002,-1
2012-05-31,-665.76,-266.38,-932.14,-1
2012-06-01,10.44,-198.88,-188.44,1
2012-06-02,997.94,-183.12,814.82,1
2012-06-03,-241.22,179.91,-61.31,-1
2012-06-06,269.21,489.14,758.3499999999999,1
2012-06-07,571.77,-223.47,348.29999999999995,1
2012-06-08,555.73,-4.23,551.5,1
2012-06-09,166.58,-33.76,132.82000000000002,1
2012-06-12,838.14,-662.74,175.39999999999998,1
2012-06-13,217.68,76.87,294.55,1
2012-06-14,105.08,-282.83,-177.75,1
2012-06-15,339.0,-120.67,218.32999999999998,1
2012-06-18,412.41,-63.36,349.05,1
2012-06-19,-93.3,-278.7,-372.0,-1
2012-06-21,119.58,43.56,163.14,1
2012-06-22,-174.22,-1.27,-175.49,-1
2012-06-25,153.1,26.18,179.28,1
2012-06-26,13.03,-355.05,-342.02000000000004,1
2012-06-27,86.09,-15.07,71.02000000000001,1
2012-06-28,-1112.63,772.37,-340.2600000000001,-1
2012-06-29,3046.76,-250.71,2796.05,1
2012-07-02,618.84,-854.46,-235.62,1
2012-07-03,-504.59,-129.91,-634.5,-1
2012-07-05,-630.81,273.77,-357.03999999999996,-1
2012-07-06,675.48,-33.74,641.74,1
2012-07-08,815.95,55.24,871.19,1
2012-07-09,502.18,218.29,720.47,1
2012-07-11,728.45,-196.95,531.5,1
2012-07-12,648.05,-798.48,-150.43000000000006,1
2012-07-13,281.13,-370.41,-89.28000000000003,1
2012-07-16,257.17,-40.59,216.58,1
2012-07-17,474.95,-266.21,208.74,1
2012-07-18,276.4,-165.75,110.64999999999998,1
2012-07-19,125.78,-228.84,-103.06,1
2012-07-20,178.11,-64.4,113.71000000000001,1
2012-07-23,109.17,-353.75,-244.57999999999998,1
2012-07-24,-252.91,39.23,-213.68,-1
2012-07-25,-372.21,-10.47,-382.68,-1
2012-07-26,-1180.7,422.7,-758.0,-1
2012-07-27,563.72,-254.44,309.28000000000003,1
2012-07-30,928.95,-233.72,695.23,1
2012-07-31,879.96,-493.48,386.48,1
2012-08-02,384.24,-424.46,-40.21999999999997,1
2012-08-05,-398.98,257.6,-141.38,-1
2012-08-06,202.01,-81.48,120.52999999999999,1
2012-08-08,1114.21,-794.7,319.51,1
2012-08-10,563.84,-778.61,-214.76999999999998,1
2012-08-11,261.21,84.58,345.78999999999996,1
2012-08-13,339.76,-176.34,163.42,1
2012-08-16,95.01,225.3,320.31,1
2012-08-17,308.22,40.19,348.41,1
2012-08-21,141.37,-141.64,-0.2699999999999818,1
2012-08-22,96.64,-230.14,-133.5,1
2012-08-23,311.79,-161.1,150.69000000000003,1
2012-08-24,226.06,-356.68,-130.62,1
2012-08-27,200.39,-500.72,-300.33000000000004,1
2012-08-28,93.09,-314.39,-221.29999999999998,1
2012-08-29,143.3,-239.8,-96.5,1
2012-08-30,2306.1,328.11,2634.21,1
2012-08-31,-211.08,-172.54,-383.62,-1
2012-09-01,-36.46,29.26,-7.199999999999999,-1
2012-09-02,1200.66,-1037.58,163.08000000000015,1
2012-09-03,1284.65,-12.9,1271.75,1
2012-09-04,-269.43,-105.82,-375.25,-1
2012-09-05,-376.34,162.37,-213.96999999999997,-1
2012-09-07,252.98,-287.65,-34.66999999999999,1
2012-09-08,337.14,-754.4,-417.26,1
2012-09-10,613.98,-430.6,183.38,1
2012-09-13,361.48,-156.05,205.43,1
2012-09-14,2833.72,-688.0,2145.72,1
2012-09-17,2252.17,-837.72,1414.45,1
2012-09-18,1049.17,-670.72,378.45000000000005,1
2012-09-20,-73.67,-331.11,-404.78000000000003,-1
2012-09-21,2327.82,-1127.28,1200.5400000000002,1
2012-09-24,1595.72,-1156.45,439.27,1
2012-09-25,5845.58,-1374.11,4471.47,1
2012-09-26,688.49,-695.9,-7.409999999999968,1
2012-09-27,399.74,-447.87,-48.129999999999995,1
2012-09-28,1230.35,-679.06,551.29,1
2012-10-01,324.32,-115.11,209.20999999999998,1
2012-10-02,196.12,-49.3,146.82,1
2012-10-04,-328.67,-190.18,-518.85,-1
2012-10-05,317.42,-143.53,173.89000000000001,1
2012-10-07,606.54,-488.33,118.20999999999998,1
2012-10-08,83.16,-536.69,-453.5300000000001,1
2012-10-09,692.73,-318.32,374.41,1
2012-10-10,407.6,-396.36,11.240000000000009,1
2012-10-12,698.23,-586.58,111.64999999999998,1
2012-10-15,20.16,-85.52,-65.36,1
2012-10-16,-204.19,595.39,391.2,-1
2012-10-17,35.54,-248.4,-212.86,1
2012-10-18,-68.87,-184.56,-253.43,-1
2012-10-22,241.68,-137.89,103.79000000000002,1
2012-10-23,252.4,-298.89,-46.48999999999998,1
2012-10-25,-551.34,34.73,-516.61,-1
2012-10-26,-198.84,-89.93,-288.77,-1
2012-10-29,-76.57,-9.75,-86.32,-1
2012-10-30,-191.53,-31.84,-223.37,-1
2012-10-31,248.48,-97.85,150.63,1
2012-11-01,431.31,-182.18,249.13,1
2012-11-04,-445.77,-82.24,-528.01,-1
2012-11-05,158.56,-243.29,-84.72999999999999,1
2012-11-06,130.38,-214.66,-84.28,1
2012-11-07,84.42,-356.85,-272.43,1
2012-11-09,423.59,-365.8,57.789999999999964,1
2012-11-10,1043.01,-573.32,469.68999999999994,1
2012-11-12,1309.88,-1028.34,281.5400000000002,1
2012-11-13,-18.09,19.07,0.9800000000000004,-1
2012-11-15,46.45,-381.67,-335.22,1
2012-11-16,509.71,-374.72,134.98999999999995,1
2012-11-19,-1.52,-502.6,-504.12,-1
2012-11-20,143.38,-11.53,131.85,1
2012-11-21,182.59,-133.08,49.50999999999999,1
2012-11-22,114.76,-164.0,-49.239999999999995,1
2012-11-23,366.37,-184.27,182.1,1
2012-11-26,163.14,-195.66,-32.52000000000001,1
2012-11-29,1579.97,-896.22,683.75,1
2012-11-30,1611.43,-798.63,812.8000000000001,1
2012-12-01,506.8,-996.91,-490.10999999999996,1
2012-12-03,1298.64,203.32,1501.96,1
2012-12-04,135.98,237.4,373.38,1
2012-12-06,-56.6,-54.21,-110.81,-1
2012-12-07,268.54,-537.98,-269.44,1
2012-12-09,451.19,-55.76,395.43,1
2012-12-10,201.16,188.29,389.45,1
2012-12-11,229.73,-121.32,108.41,1
2012-12-12,952.75,-365.07,587.6800000000001,1
2012-12-13,1256.57,-665.67,590.9,1
2012-12-14,574.38,-512.43,61.950000000000045,1
2012-12-17,886.68,-690.33,196.3499999999999,1
2012-12-18,922.37,-491.12,431.25,1
2012-12-19,1244.96,-369.06,875.9000000000001,1
2012-12-20,466.75,-444.02,22.730000000000018,1
2012-12-21,115.35,258.21,373.55999999999995,1
2012-12-24,459.67,-238.26,221.41000000000003,1
2012-12-26,743.79,-300.85,442.93999999999994,1
2012-12-27,-132.68,132.77,0.09000000000000341,-1
2012-12-28,833.4,-530.35,303.04999999999995,1
2012-12-31,826.34,-200.97,625.37,1
2013-01-01,665.05,-406.14,258.90999999999997,1
2013-01-02,763.28,-1088.62,-325.3399999999999,1
2013-01-03,626.89,-45.85,581.04,1
2013-01-04,313.07,-269.16,43.90999999999997,1
2013-01-07,-1.47,213.6,212.13,-1
2013-01-08,177.78,-293.62,-115.84,1
2013-01-10,-106.96,125.35,18.39,-1
2013-01-11,186.95,-422.7,-235.75,1
2013-01-14,611.1,-1210.55,-599.4499999999999,1
2013-01-15,1077.55,-755.84,321.7099999999999,1
2013-01-16,1029.5,-691.76,337.74,1
2013-01-17,564.2,-519.78,44.42000000000007,1
2013-01-18,1165.69,-967.61,198.08000000000004,1
2013-01-21,842.96,-890.17,-47.20999999999992,1
2013-01-22,1046.4,-855.35,191.05000000000007,1
2013-01-23,802.62,-852.33,-49.710000000000036,1
2013-01-24,1026.32,-752.26,274.05999999999995,1
2013-01-25,586.87,-331.92,254.95,1
2013-01-28,783.56,-864.22,-80.66000000000008,1
2013-01-29,899.83,-938.71,-38.879999999999995,1
2013-01-30,906.36,-1095.82,-189.45999999999992,1
2013-01-31,958.93,-863.6,95.32999999999993,1
2013-02-01,1107.66,-417.41,690.25,1
2013-02-04,-45.41,205.8,160.39000000000001,-1
2013-02-05,1429.94,-899.07,530.87,1
2013-02-07,-43.2,-125.33,-168.53,-1
2013-02-08,283.79,-340.6,-56.81,1
2013-02-09,475.92,-285.81,190.11,1
2013-02-12,790.97,-618.2,172.76999999999998,1
2013-02-13,800.31,-289.69,510.61999999999995,1
2013-02-14,321.26,-248.99,72.26999999999998,1
2013-02-15,247.3,-245.98,1.3200000000000216,1
2013-02-18,142.91,-110.55,32.36,1
2013-02-19,-181.57,24.67,-156.89999999999998,-1
2013-02-20,433.59,-591.18,-157.58999999999997,1
2013-02-21,1213.57,-228.78,984.79,1
2013-02-22,280.3,-351.98,-71.68,1
2013-02-25,246.71,-161.97,84.74000000000001,1
2013-02-26,74.68,-160.61,-85.93,1
2013-02-27,106.36,24.7,131.06,1
2013-02-28,-1317.79,417.94,-899.8499999999999,-1
2013-03-01,1397.37,-905.96,491.40999999999985,1
2013-03-04,-368.39,37.73,-330.65999999999997,-1
2013-03-05,953.95,-792.78,161.17000000000007,1
2013-03-06,-86.67,-71.81,-158.48000000000002,-1
2013-03-07,-705.06,252.88,-452.17999999999995,-1
2013-03-09,-716.16,596.43,-119.73000000000002,-1
2013-03-10,997.21,-493.0,504.21000000000004,1
2013-03-11,3.98,-0.28,3.7,1
2013-03-12,516.59,-671.26,-154.66999999999996,1
2013-03-13,303.83,-434.38,-130.55,1
2013-03-14,607.11,-829.19,-222.08000000000004,1
2013-03-15,1018.93,-584.48,434.44999999999993,1
2013-03-18,506.0,-459.89,46.110000000000014,1
2013-03-19,62.63,71.38,134.01,1
2013-03-20,-236.72,-356.93,-593.65,-1
2013-03-21,368.31,-30.08,338.23,1
2013-03-22,-14.2,-135.57,-149.76999999999998,-1
2013-03-25,717.89,-425.61,292.28,1
2013-03-26,538.27,-124.21,414.06,1
2013-03-28,573.87,-346.12,227.75,1
2013-04-01,1164.41,-825.4,339.0100000000001,1
2013-04-02,856.94,-592.33,264.61,1
2013-04-03,-30.1,-111.08,-141.18,-1
2013-04-04,-326.21,64.73,-261.47999999999996,-1
2013-04-06,84.79,-216.45,-131.65999999999997,1
2013-04-07,164.56,-76.21,88.35000000000001,1
2013-04-09,172.53,-222.36,-49.83000000000001,1
2013-04-10,541.36,-302.07,239.29000000000002,1
2013-04-12,52.11,-18.05,34.06,1
2013-04-16,591.75,-204.89,386.86,1
2013-04-17,206.68,-260.93,-54.25,1
2013-04-18,940.07,-405.22,534.85,1
2013-04-22,915.82,-442.54,473.28000000000003,1
2013-04-23,226.21,-528.29,-302.0799999999999,1
2013-04-25,1449.7,-1269.43,180.26999999999998,1
2013-04-26,224.75,-377.78,-153.02999999999997,1
2013-04-29,620.38,-366.2,254.18,1
2013-04-30,876.93,-347.17,529.76,1
2013-05-02,489.27,-938.92,-449.65,1
2013-05-03,220.79,-244.8,-24.01000000000002,1
2013-05-04,-203.19,21.47,-181.72,-1
2013-05-06,88.49,-99.75,-11.260000000000005,1
2013-05-07,-15.71,105.27,89.56,-1
2013-05-08,33.35,-303.13,-269.78,1
2013-05-09,1101.41,-492.82,608.5900000000001,1
2013-05-11,162.53,-683.96,-521.4300000000001,1
2013-05-12,1151.51,-674.02,477.49,1
2013-05-13,244.09,-454.82,-210.73,1
2013-05-14,420.99,-412.66,8.329999999999984,1
2013-05-15,1646.95,-747.11,899.84,1
2013-05-16,1070.32,-390.42,679.8999999999999,1
2013-05-17,867.93,-716.69,151.2399999999999,1
2013-05-20,753.37,-764.32,-10.950000000000045,1
2013-05-21,679.44,-866.7,-187.26,1
2013-05-22,540.19,-973.15,-432.9599999999999,1
2013-05-23,316.23,-538.75,-222.51999999999998,1
2013-05-24,-238.56,-132.79,-371.35,-1
2013-05-27,406.03,-516.39,-110.36000000000001,1
2013-05-28,711.12,-507.82,203.3,1
2013-05-29,643.81,-308.12,335.68999999999994,1
2013-05-30,787.47,-315.86,471.61,1
2013-05-31,-504.02,203.11,-300.90999999999997,-1
2013-06-02,1137.96,-1224.07,-86.1099999999999,1
2013-06-03,524.05,-599.99,-75.94000000000005,1
2013-06-05,897.46,-540.83,356.63,1
2013-06-06,-270.47,298.08,27.609999999999957,-1
2013-06-08,212.74,-323.74,-111.0,1
2013-06-09,800.71,-238.53,562.1800000000001,1
2013-06-11,271.7,-545.2,-273.50000000000006,1
2013-06-12,863.77,-743.93,119.84000000000003,1
2013-06-13,-558.06,713.77,155.71000000000004,-1
2013-06-14,-305.68,910.62,604.94,-1
2013-06-17,-165.1,361.53,196.42999999999998,-1
2013-06-18,-597.38,582.65,-14.730000000000018,-1
2013-06-19,-544.96,415.82,-129.14000000000004,-1
2013-06-20,-2094.06,1332.5,-761.56,-1
2013-06-21,-1768.6,1196.65,-571.9499999999998,-1
2013-06-24,-1552.98,931.11,-621.87,-1
2013-06-25,-1285.86,824.36,-461.4999999999999,-1
2013-06-26,-547.79,336.98,-210.80999999999995,-1
2013-06-27,-1043.27,358.38,-684.89,-1
2013-06-28,1124.31,-581.28,543.03,1
2013-07-02,827.14,-989.73,-162.59000000000003,1
2013-07-03,630.47,-715.11,-84.63999999999999,1
2013-07-05,655.21,-729.17,-73.95999999999992,1
2013-07-06,157.9,172.7,330.6,1
2013-07-08,-350.92,261.73,-89.19,-1
2013-07-10,494.13,-267.46,226.67000000000002,1
2013-07-11,479.24,-715.07,-235.83000000000004,1
2013-07-15,-227.25,454.28,227.02999999999997,-1
2013-07-16,-357.4,-210.55,-567.95,-1
2013-07-17,-26.09,-73.86,-99.95,-1
2013-07-18,-178.29,-239.41,-417.7,-1
2013-07-19,252.26,-229.1,23.159999999999997,1
2013-07-22,-406.02,299.85,-106.16999999999996,-1
2013-07-23,211.36,60.86,272.22,1
2013-07-24,-404.5,-328.8,-733.3,-1
2013-07-25,-442.94,-138.8,-581.74,-1
2013-07-26,278.04,-489.17,-211.13,1
2013-07-29,-231.77,-101.26,-333.03000000000003,-1
2013-07-30,256.45,-415.0,-158.55,1
2013-07-31,142.87,-128.02,14.849999999999994,1
2013-08-01,887.38,-1028.12,-140.7399999999999,1
2013-08-02,1490.82,-709.36,781.4599999999999,1
2013-08-03,1283.58,-836.58,446.9999999999999,1
2013-08-04,-163.95,212.72,48.77000000000001,-1
2013-08-05,976.99,-669.08,307.90999999999997,1
2013-08-07,-204.46,-59.11,-263.57,-1
2013-08-08,-395.78,516.15,120.37,-1
2013-08-10,226.32,-454.35,-228.03000000000003,1
2013-08-11,412.03,-915.63,-503.6,1
2013-08-13,227.08,115.29,342.37,1
2013-08-14,247.96,249.28,497.24,1
2013-08-16,-563.23,732.23,169.0,-1
2013-08-19,-680.08,372.65,-307.43000000000006,-1
2013-08-20,-1424.32,1066.15,-358.16999999999985,-1
2013-08-21,-792.11,775.45,-16.659999999999968,-1
2013-08-22,-1277.64,389.66,-887.98,-1
2013-08-23,-148.57,755.87,607.3,-1
2013-08-26,-607.43,409.99,-197.43999999999994,-1
2013-08-27,-1373.99,480.5,-893.49,-1
2013-08-28,-1120.43,506.78,-613.6500000000001,-1
2013-08-29,-248.18,-75.8,-323.98,-1
2013-08-30,-78.85,731.07,652.22,-1
2013-09-01,848.95,-518.3,330.6500000000001,1
2013-09-04,-664.9,987.81,322.90999999999997,-1
2013-09-05,662.88,-476.69,186.19,1
2013-09-07,165.6,37.83,203.43,1
2013-09-10,326.58,-97.1,229.48,1
2013-09-12,2473.17,-1205.81,1267.3600000000001,1
2013-09-13,-98.0,-152.09,-250.09,-1
2013-09-16,282.87,-425.17,-142.3,1
2013-09-17,318.05,-501.19,-183.14,1
2013-09-18,580.13,-508.41,71.71999999999997,1
2013-09-19,3543.84,-1829.72,1714.1200000000001,1
2013-09-20,945.76,-790.22,155.53999999999996,1
2013-09-23,-80.57,-745.88,-826.45,-1
2013-09-24,-21.09,-493.74,-514.83,-1
2013-09-25,382.45,-473.28,-90.82999999999998,1
2013-09-26,172.15,-362.11,-189.96,1
2013-09-27,-244.95,-115.27,-360.21999999999997,-1
2013-09-30,-519.64,89.76,-429.88,-1
2013-10-04,40.22,197.29,237.51,1
2013-10-05,544.11,-502.32,41.79000000000002,1
2013-10-06,-114.0,-69.75,-183.75,-1
2013-10-07,75.46,28.78,104.24,1
2013-10-09,2563.6,-1398.05,1165.55,1
2013-10-10,614.27,-460.47,153.79999999999995,1
2013-10-12,395.68,-628.16,-232.47999999999996,1
2013-10-14,730.29,-641.2,89.08999999999992,1
2013-10-15,1136.23,-1035.34,100.8900000000001,1
2013-10-17,1109.93,-1149.22,-39.289999999999964,1
2013-10-18,1752.98,-562.23,1190.75,1
2013-10-21,1031.79,-724.1,307.68999999999994,1
2013-10-22,794.9,-845.3,-50.39999999999998,1
2013-10-23,644.8,-545.57,99.2299999999999,1
2013-10-24,991.83,-735.4,256.43000000000006,1
2013-10-25,626.99,-497.95,129.04000000000002,1
2013-10-28,636.78,-902.68,-265.9,1
2013-10-29,1103.04,-894.04,209.0,1
2013-10-30,1016.77,-550.6,466.16999999999996,1
2013-10-31,1875.87,-833.79,1042.08,1
2013-11-01,825.17,-516.07,309.0999999999999,1
2013-11-02,995.83,-940.9,54.930000000000064,1
2013-11-03,988.22,-786.58,201.64,1
2013-11-04,36.63,57.71,94.34,1
2013-11-06,-885.85,313.42,-572.4300000000001,-1
2013-11-07,638.26,-234.61,403.65,1
2013-11-09,586.5,-386.12,200.38,1
2013-11-10,1010.45,-544.19,466.26,1
2013-11-11,333.5,-782.53,-449.03,1
2013-11-12,962.71,-841.95,120.75999999999999,1
2013-11-13,299.7,-253.01,46.69,1
2013-11-14,970.03,-410.81,559.22,1
2013-11-18,1158.57,-655.4,503.16999999999996,1
2013-11-19,1014.61,-726.55,288.06000000000006,1
2013-11-20,80.4,-283.81,-203.41,1
2013-11-21,-59.8,-650.66,-710.4599999999999,-1
2013-11-22,-2.83,-252.45,-255.28,-1
2013-11-25,837.8,-792.43,45.370000000000005,1
2013-11-26,-339.16,-356.9,-696.06,-1
2013-11-27,-48.53,-58.13,-106.66,-1
2013-11-28,102.91,330.51,433.41999999999996,1
2013-11-29,745.16,-101.76,643.4,1
2013-12-02,604.16,-412.15,192.01,1
2013-12-03,733.25,-877.38,-144.13,1
2013-12-04,-28.59,-311.92,-340.51,-1
2013-12-06,-1060.17,717.89,-342.2800000000001,-1
2013-12-07,644.82,-144.97,499.85,1
2013-12-08,408.36,258.81,667.1700000000001,1
2013-12-09,930.54,-395.49,535.05,1
2013-12-11,347.58,-870.4,-522.8199999999999,1
2013-12-12,187.81,-354.85,-167.04000000000002,1
2013-12-13,-432.02,-45.07,-477.09,-1
2013-12-16,159.55,-129.5,30.05000000000001,1
2013-12-17,249.93,-96.83,153.10000000000002,1
2013-12-18,1198.6,-413.01,785.5899999999999,1
2013-12-19,2264.11,-41.59,2222.52,1
2013-12-20,990.19,-247.95,742.24,1
2013-12-23,135.42,38.35,173.76999999999998,1
2013-12-24,40.67,-43.9,-3.229999999999997,1
2013-12-26,743.7,-203.44,540.26,1
2013-12-27,295.76,-159.85,135.91,1
2013-12-30,116.06,-207.15,-91.09,1
2013-12-31,309.7,-279.89,29.810000000000002,1
2014-01-01,10.16,-222.12,-211.96,1
2014-01-04,385.66,-247.88,137.78000000000003,1
2014-01-07,856.35,-774.66,81.69000000000005,1
2014-01-08,-1072.96,1074.7,1.740000000000009,-1
2014-01-09,554.14,-561.69,-7.550000000000068,1
2014-01-10,-63.24,155.69,92.44999999999999,-1
2014-01-12,-12.36,-555.17,-567.53,-1
2014-01-13,413.85,-317.52,96.33000000000004,1
2014-01-14,-260.88,-97.93,-358.81,-1
2014-01-15,713.29,-690.02,23.269999999999982,1
2014-01-16,479.28,-791.75,-312.47,1
2014-01-17,75.27,141.65,216.92000000000002,1
2014-01-20,384.89,-310.47,74.41999999999996,1
2014-01-21,-43.74,181.5,137.76,-1
2014-01-22,279.45,-90.57,188.88,1
2014-01-23,433.6,-393.68,39.920000000000016,1
2014-01-24,-230.96,-78.05,-309.01,-1
2014-01-27,-1334.21,151.02,-1183.19,-1
2014-01-28,-1267.35,1178.81,-88.53999999999996,-1
2014-01-29,250.48,-16.87,233.60999999999999,1
2014-01-30,-430.2,132.01,-298.19,-1
2014-01-31,-652.97,327.01,-325.96000000000004,-1
2014-02-01,674.05,-189.75,484.29999999999995,1
2014-02-04,594.67,-471.78,122.88999999999999,1
2014-02-05,386.95,-405.65,-18.69999999999999,1
2014-02-06,234.49,-148.81,85.68,1
2014-02-07,1290.68,-407.71,882.97,1
2014-02-09,672.81,-167.85,504.9599999999999,1
2014-02-12,106.82,-40.42,66.39999999999999,1
2014-02-13,399.4,-292.4,107.0,1
